[0.000000] (-) TimerEvent: {}
[0.000061] (robotics_class) JobQueued: {'identifier': 'robotics_class', 'dependencies': OrderedDict()}
[0.000708] (robotics_class) JobStarted: {'identifier': 'robotics_class'}
[0.005985] (robotics_class) JobProgress: {'identifier': 'robotics_class', 'progress': 'cmake'}
[0.006415] (robotics_class) JobProgress: {'identifier': 'robotics_class', 'progress': 'build'}
[0.007041] (robotics_class) Command: {'cmd': ['/usr/bin/cmake', '--build', '/home/gab/robotics_ws/build/robotics_class', '--', '-j8', '-l8'], 'cwd': '/home/gab/robotics_ws/build/robotics_class', 'env': OrderedDict([('LESSOPEN', '| /usr/bin/lesspipe %s'), ('USER', 'gab'), ('npm_config_user_agent', 'npm/10.8.2 node/v20.20.0 linux x64 workspaces/false'), ('CLAUDE_CODE_ENTRYPOINT', 'cli'), ('GIT_EDITOR', 'true'), ('XDG_SESSION_TYPE', 'wayland'), ('npm_node_execpath', '/home/gab/.nvm/versions/node/v20.20.0/bin/node'), ('SHLVL', '2'), ('npm_config_noproxy', ''), ('HOME', '/home/gab'), ('OLDPWD', '/home/gab/robotics_ws'), ('DESKTOP_SESSION', 'ubuntu'), ('npm_package_json', '/home/gab/package.json'), ('NVM_BIN', '/home/gab/.nvm/versions/node/v20.20.0/bin'), ('NVM_INC', '/home/gab/.nvm/versions/node/v20.20.0/include/node'), ('GNOME_SHELL_SESSION_MODE', 'ubuntu'), ('GTK_MODULES', 'gail:atk-bridge'), ('npm_config_userconfig', '/home/gab/.npmrc'), ('npm_config_local_prefix', '/home/gab'), ('SYSTEMD_EXEC_PID', '1819'), ('IM_CONFIG_CHECK_ENV', '1'), ('DBUS_SESSION_BUS_ADDRESS', 'unix:path=/run/user/1000/bus'), ('COLORTERM', 'truecolor'), ('COLOR', '1'), ('NVM_DIR', '/home/gab/.nvm'), ('IM_CONFIG_PHASE', '1'), ('WAYLAND_DISPLAY', 'wayland-0'), ('LOGNAME', 'gab'), ('npm_config_npm_version', '10.8.2'), ('npm_config_prefix', '/home/gab/.npm-global'), ('_', '/usr/bin/colcon'), ('XDG_SESSION_CLASS', 'user'), ('npm_config_cache', '/home/gab/.npm'), ('USERNAME', 'gab'), ('TERM', 'xterm-256color'), ('OTEL_EXPORTER_OTLP_METRICS_TEMPORALITY_PREFERENCE', 'delta'), ('GNOME_DESKTOP_SESSION_ID', 'this-is-deprecated'), ('npm_config_node_gyp', '/home/gab/.nvm/versions/node/v20.20.0/lib/node_modules/npm/node_modules/node-gyp/bin/node-gyp.js'), ('PATH', '/home/gab/.npm-global/bin:/home/gab/node_modules/.bin:/home/node_modules/.bin:/node_modules/.bin:/home/gab/.nvm/versions/node/v20.20.0/lib/node_modules/npm/node_modules/@npmcli/run-script/lib/node-gyp-bin:/home/gab/.nvm/versions/node/v20.20.0/bin:/home/gab/.npm-global/bin:/home/gab/.npm-global/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/snap/bin'), ('SESSION_MANAGER', 'local/gab:@/tmp/.ICE-unix/1795,unix/gab:/tmp/.ICE-unix/1795'), ('NODE', '/home/gab/.nvm/versions/node/v20.20.0/bin/node'), ('COREPACK_ENABLE_AUTO_PIN', '0'), ('XDG_MENU_PREFIX', 'gnome-'), ('GNOME_TERMINAL_SCREEN', '/org/gnome/Terminal/screen/7ea07198_3477_4dc5_b158_221a0487c652'), ('GNOME_SETUP_DISPLAY', ':1'), ('XDG_RUNTIME_DIR', '/run/user/1000'), ('DISPLAY', ':0'), ('NoDefaultCurrentDirectoryInExePath', '1'), ('LANG', 'en_US.UTF-8'), ('XDG_CURRENT_DESKTOP', 'ubuntu:GNOME'), ('XMODIFIERS', '@im=ibus'), ('XDG_SESSION_DESKTOP', 'ubuntu'), ('XAUTHORITY', '/run/user/1000/.mutter-Xwaylandauth.PEVBK3'), ('LS_COLORS', 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:'), ('npm_lifecycle_script', 'claude'), ('GNOME_TERMINAL_SERVICE', ':1.103'), ('npm_config_global', 'true'), ('SSH_AGENT_LAUNCHER', 'gnome-keyring'), ('SSH_AUTH_SOCK', '/run/user/1000/keyring/ssh'), ('SHELL', '/bin/bash'), ('npm_lifecycle_event', 'npx'), ('QT_ACCESSIBILITY', '1'), ('GDMSESSION', 'ubuntu'), ('LESSCLOSE', '/usr/bin/lesspipe %s %s'), ('CLAUDECODE', '1'), ('npm_config_globalconfig', '/home/gab/.npm-global/etc/npmrc'), ('npm_config_init_module', '/home/gab/.npm-init.js'), ('QT_IM_MODULE', 'ibus'), ('PWD', '/home/gab/robotics_ws/build/robotics_class'), ('npm_execpath', '/home/gab/.nvm/versions/node/v20.20.0/lib/node_modules/npm/bin/npm-cli.js'), ('LC_ALL', 'en_US.UTF-8'), ('XDG_CONFIG_DIRS', '/etc/xdg/xdg-ubuntu:/etc/xdg'), ('NVM_CD_FLAGS', ''), ('XDG_DATA_DIRS', '/usr/share/ubuntu:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop'), ('npm_config_global_prefix', '/home/gab/.npm-global'), ('npm_command', 'exec'), ('COLCON', '1'), ('VTE_VERSION', '6800'), ('NVM_RC_VERSION', ''), ('EDITOR', 'vi'), ('INIT_CWD', '/home/gab')]), 'shell': False}
[0.043095] (robotics_class) CommandEnded: {'returncode': 0}
[0.043669] (robotics_class) JobProgress: {'identifier': 'robotics_class', 'progress': 'install'}
[0.049631] (robotics_class) Command: {'cmd': ['/usr/bin/cmake', '--install', '/home/gab/robotics_ws/build/robotics_class'], 'cwd': '/home/gab/robotics_ws/build/robotics_class', 'env': OrderedDict([('LESSOPEN', '| /usr/bin/lesspipe %s'), ('USER', 'gab'), ('npm_config_user_agent', 'npm/10.8.2 node/v20.20.0 linux x64 workspaces/false'), ('CLAUDE_CODE_ENTRYPOINT', 'cli'), ('GIT_EDITOR', 'true'), ('XDG_SESSION_TYPE', 'wayland'), ('npm_node_execpath', '/home/gab/.nvm/versions/node/v20.20.0/bin/node'), ('SHLVL', '2'), ('npm_config_noproxy', ''), ('HOME', '/home/gab'), ('OLDPWD', '/home/gab/robotics_ws'), ('DESKTOP_SESSION', 'ubuntu'), ('npm_package_json', '/home/gab/package.json'), ('NVM_BIN', '/home/gab/.nvm/versions/node/v20.20.0/bin'), ('NVM_INC', '/home/gab/.nvm/versions/node/v20.20.0/include/node'), ('GNOME_SHELL_SESSION_MODE', 'ubuntu'), ('GTK_MODULES', 'gail:atk-bridge'), ('npm_config_userconfig', '/home/gab/.npmrc'), ('npm_config_local_prefix', '/home/gab'), ('SYSTEMD_EXEC_PID', '1819'), ('IM_CONFIG_CHECK_ENV', '1'), ('DBUS_SESSION_BUS_ADDRESS', 'unix:path=/run/user/1000/bus'), ('COLORTERM', 'truecolor'), ('COLOR', '1'), ('NVM_DIR', '/home/gab/.nvm'), ('IM_CONFIG_PHASE', '1'), ('WAYLAND_DISPLAY', 'wayland-0'), ('LOGNAME', 'gab'), ('npm_config_npm_version', '10.8.2'), ('npm_config_prefix', '/home/gab/.npm-global'), ('_', '/usr/bin/colcon'), ('XDG_SESSION_CLASS', 'user'), ('npm_config_cache', '/home/gab/.npm'), ('USERNAME', 'gab'), ('TERM', 'xterm-256color'), ('OTEL_EXPORTER_OTLP_METRICS_TEMPORALITY_PREFERENCE', 'delta'), ('GNOME_DESKTOP_SESSION_ID', 'this-is-deprecated'), ('npm_config_node_gyp', '/home/gab/.nvm/versions/node/v20.20.0/lib/node_modules/npm/node_modules/node-gyp/bin/node-gyp.js'), ('PATH', '/home/gab/.npm-global/bin:/home/gab/node_modules/.bin:/home/node_modules/.bin:/node_modules/.bin:/home/gab/.nvm/versions/node/v20.20.0/lib/node_modules/npm/node_modules/@npmcli/run-script/lib/node-gyp-bin:/home/gab/.nvm/versions/node/v20.20.0/bin:/home/gab/.npm-global/bin:/home/gab/.npm-global/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/snap/bin'), ('SESSION_MANAGER', 'local/gab:@/tmp/.ICE-unix/1795,unix/gab:/tmp/.ICE-unix/1795'), ('NODE', '/home/gab/.nvm/versions/node/v20.20.0/bin/node'), ('COREPACK_ENABLE_AUTO_PIN', '0'), ('XDG_MENU_PREFIX', 'gnome-'), ('GNOME_TERMINAL_SCREEN', '/org/gnome/Terminal/screen/7ea07198_3477_4dc5_b158_221a0487c652'), ('GNOME_SETUP_DISPLAY', ':1'), ('XDG_RUNTIME_DIR', '/run/user/1000'), ('DISPLAY', ':0'), ('NoDefaultCurrentDirectoryInExePath', '1'), ('LANG', 'en_US.UTF-8'), ('XDG_CURRENT_DESKTOP', 'ubuntu:GNOME'), ('XMODIFIERS', '@im=ibus'), ('XDG_SESSION_DESKTOP', 'ubuntu'), ('XAUTHORITY', '/run/user/1000/.mutter-Xwaylandauth.PEVBK3'), ('LS_COLORS', 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:'), ('npm_lifecycle_script', 'claude'), ('GNOME_TERMINAL_SERVICE', ':1.103'), ('npm_config_global', 'true'), ('SSH_AGENT_LAUNCHER', 'gnome-keyring'), ('SSH_AUTH_SOCK', '/run/user/1000/keyring/ssh'), ('SHELL', '/bin/bash'), ('npm_lifecycle_event', 'npx'), ('QT_ACCESSIBILITY', '1'), ('GDMSESSION', 'ubuntu'), ('LESSCLOSE', '/usr/bin/lesspipe %s %s'), ('CLAUDECODE', '1'), ('npm_config_globalconfig', '/home/gab/.npm-global/etc/npmrc'), ('npm_config_init_module', '/home/gab/.npm-init.js'), ('QT_IM_MODULE', 'ibus'), ('PWD', '/home/gab/robotics_ws/build/robotics_class'), ('npm_execpath', '/home/gab/.nvm/versions/node/v20.20.0/lib/node_modules/npm/bin/npm-cli.js'), ('LC_ALL', 'en_US.UTF-8'), ('XDG_CONFIG_DIRS', '/etc/xdg/xdg-ubuntu:/etc/xdg'), ('NVM_CD_FLAGS', ''), ('XDG_DATA_DIRS', '/usr/share/ubuntu:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop'), ('npm_config_global_prefix', '/home/gab/.npm-global'), ('npm_command', 'exec'), ('COLCON', '1'), ('VTE_VERSION', '6800'), ('NVM_RC_VERSION', ''), ('EDITOR', 'vi'), ('INIT_CWD', '/home/gab')]), 'shell': False}
[0.058432] (robotics_class) StdoutLine: {'line': b'-- Install configuration: ""\n'}
[0.058673] (robotics_class) StdoutLine: {'line': b'-- Up-to-date: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/launch\n'}
[0.058718] (robotics_class) StdoutLine: {'line': b'-- Up-to-date: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/launch/localization.launch.py\n'}
