[0.011s] Invoking command in '/home/gab/robotics_ws/build/robotics_class': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake /home/gab/robotics_ws/src/robotics_class -DAMENT_CMAKE_SYMLINK_INSTALL=1 -DCMAKE_INSTALL_PREFIX=/home/gab/robotics_ws/install/robotics_class
[0.073s] -- Found ament_cmake: 1.3.12 (/opt/ros/humble/share/ament_cmake/cmake)
[0.179s] -- Override CMake install command with custom implementation using symlinks instead of copying resources
[0.204s] -- Found ament_lint_auto: 0.12.14 (/opt/ros/humble/share/ament_lint_auto/cmake)
[0.271s] -- Added test 'flake8' to check Python code syntax and style conventions
[0.273s] -- Added test 'lint_cmake' to check CMake code style
[0.274s] -- Added test 'pep257' to check Python code against some of the docstring style conventions in PEP 257
[0.280s] -- Added test 'xmllint' to check XML markup files
[0.282s] -- Configuring done
[0.291s] -- Generating done
[0.293s] -- Build files have been written to: /home/gab/robotics_ws/build/robotics_class
[0.297s] Invoked command in '/home/gab/robotics_ws/build/robotics_class' returned '0': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake /home/gab/robotics_ws/src/robotics_class -DAMENT_CMAKE_SYMLINK_INSTALL=1 -DCMAKE_INSTALL_PREFIX=/home/gab/robotics_ws/install/robotics_class
[0.298s] Invoking command in '/home/gab/robotics_ws/build/robotics_class': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake --build /home/gab/robotics_ws/build/robotics_class -- -j8 -l8
[0.332s] Invoked command in '/home/gab/robotics_ws/build/robotics_class' returned '0': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake --build /home/gab/robotics_ws/build/robotics_class -- -j8 -l8
[0.340s] Invoking command in '/home/gab/robotics_ws/build/robotics_class': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake --install /home/gab/robotics_ws/build/robotics_class
[0.346s] -- Install configuration: ""
[0.346s] -- Execute custom install script
[0.346s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/launch/ekf.launch.py
[0.353s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/launch/localization.launch.py
[0.361s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/launch/robot_description.launch.py
[0.368s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/launch/rviz.launch.py
[0.375s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/launch/simulation_world.launch.py
[0.381s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/launch/slam.launch.py
[0.388s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/urdf/depth_camera.urdf.xacro
[0.394s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/urdf/imu.urdf.xacro
[0.400s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/urdf/inertial_matrix.xacro
[0.407s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/urdf/jetauto.xacro
[0.413s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/urdf/jetauto_car.urdf.xacro
[0.419s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/urdf/lidar.urdf.xacro
[0.425s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/urdf/materials.xacro
[0.432s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/urdf/p3d_plugin.gazebo.xacro
[0.439s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/models/base_arena/model.config
[0.445s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/models/base_arena/model.sdf
[0.452s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/models/bed/bed_model.stl
[0.458s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/models/bed/model.config
[0.464s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/models/bed/model.sdf
[0.471s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/models/chair_1/materials/scripts/chair_1_cushion.material
[0.477s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/models/chair_1/materials/scripts/chair_1_frame.material
[0.483s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/models/chair_1/materials/textures/fabric_1.jpg
[0.490s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/models/chair_1/materials/textures/wood_black.jpg
[0.496s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/models/chair_1/materials/textures/wood_black_1.jpg
[0.503s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/models/chair_1/materials/textures/wood_black_3.png
[0.509s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/models/chair_1/meshes/cushions.dae
[0.516s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/models/chair_1/meshes/frame.dae
[0.522s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/models/chair_1/meshes/model.dae
[0.529s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/models/chair_1/model.config
[0.535s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/models/chair_1/model.sdf
[0.541s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/models/coffee_table_set_1/materials/scripts/coffee_table_set_1_frame.material
[0.547s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/models/coffee_table_set_1/materials/scripts/coffee_table_set_1_surf.material
[0.553s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/models/coffee_table_set_1/materials/textures/leather.jpg
[0.559s] -- Symlinking: /home/gab/robotics_ws/install/robotics_class/share/robotics_class/models/coffee_table_set_1/materials/textures/wood_dark_1.jpg
